promotion	120	"英[prəˈməʊʃn]
美[prəˈmoʊʃn]
提升;提拔;晋升;晋级，升级;促销活动;广告宣传"
implicit	120	"英[ɪmˈplɪsɪt]
美[ɪmˈplɪsɪt]
含蓄的;不直接言明的;成为一部分的;内含的;完全的;无疑问的"
globe	120	"英[ɡləʊb]
美[ɡloʊb]
地球仪;地球，世界;球体;球状物;成球状"
link	120	"英[lɪŋk]
美[lɪŋk]
联系;连接;关系;纽带;交通路线;通讯手段;把连接起来;相关联;说明有联系"
picked	120	"英[pɪkt]
美[pɪkt]
选择;挑选;采;摘;摘掉，剔除，掐去;pick的过去分词和过去式"
entrance	120	"英[ˈentrəns , ɪnˈtrɑːns]
美[ˈentrəns , ɪnˈtræns]
大门;入口;通道;进入;出场;登场;进入权;进入机会;使狂喜;使入迷"
showed	120	"英[ʃəʊd]
美[ʃoʊd]
表明;证明;给…看;出示;展示;教，解说;演示;show的过去分词和过去式"
boring	120	"英[ˈbɔːrɪŋ]
美[ˈbɔːrɪŋ]
没趣的;令人厌倦的;使厌烦;钻，凿，挖;盯着看;bore的现在分词;钻孔;钻屑"
poisonous	120	"英[ˈpɔɪzənəs]
美[ˈpɔɪzənəs]
引起中毒的;有毒的;分泌毒素的;能毒伤人的;极端讨厌的;恶毒的;邪恶的"
editors	120	"英[ˈɛdɪtəz]
美[ˈɛdɪtərz]
主编，编辑;编辑，校订者，审校者;剪辑员，剪接师;editor的复数"
oceans	120	"英[ˈəʊʃənz]
美[ˈoʊʃənz]
大海;海洋;洋;ocean的复数"
member	120	"英[ˈmembə(r)]
美[ˈmembər]
成员;分子;会员;身体部位"
contends	120	"英[kənˈtendz]
美[kənˈtendz]
声称，主张，认为;竞争;争夺;contend的第三人称单数"
unpredictable	120	"英[ˌʌnprɪˈdɪktəbl]
美[ˌʌnprɪˈdɪktəbl]
无法预言的;不可预测的;难以预料的;善变的，难以捉摸的"
alcohol	120	"英[ˈælkəhɒl]
美[ˈælkəhɔːl]
含酒精饮料;酒;酒精;乙醇"
universally	120	"英[ˌjuːnɪˈvɜːsəli]
美[ˌjuːnɪˈvɜːrsəli]
全体地;一致地;共同地;到处;随时随地;在各种情况下"
consistently	120	"英[kənˈsɪstəntli]
美[kənˈsɪstəntli]
一贯地；始终如一地"
council	120	"英[ˈkaʊnsl]
美[ˈkaʊnsl]
政务委员会，地方议会;市政服务机构;委员会"
emergence	120	"英[iˈmɜːdʒəns]
美[iˈmɜːrdʒəns]
出现;兴起"
advised	120	"英[ədˈvaɪzd]
美[ədˈvaɪzd]
劝告;忠告;建议;出主意;提出建议;提供咨询;通知;正式告知;advise的过去分词和过去式"
bankers	120	"英[ˈbæŋkəz]
美[ˈbæŋkərz]
银行老板;银行家;庄家;banker的复数"
storage	120	"英[ˈstɔːrɪdʒ]
美[ˈstɔːrɪdʒ]
贮存，贮藏;存储;付费托管"
co	120	"英[ˌsiː ˈəʊ]
美[ˌsiː ˈoʊ]
指挥官;指挥长"
output	120	"英[ˈaʊtpʊt]
美[ˈaʊtpʊt]
产量;输出;输出功率;输出量"
promising	120	"英[ˈprɒmɪsɪŋ]
美[ˈprɑːmɪsɪŋ]
有希望的;有前途的;有出息的;许诺;承诺;答应;保证;使很可能;预示;promise的现在分词"
techniques	120	"英[tɛkˈniːks]
美[tɛkˈniks]
技巧;技艺;工艺;技术;技能;technique的复数"
oriented	120	"英[ˈɔːrientɪd]
美[ˈɔːrientɪd]
朝向;面对;确定方向;使适应;确定方位;认识方向;熟悉;适应;orient的过去分词和过去式"
permanent	120	"英[ˈpɜːmənənt]
美[ˈpɜːrmənənt]
永久的;永恒的;长久的;烫发（等于permanent wave）"
glance	120	"英[ɡlɑːns]
美[ɡlæns]
瞥一眼;匆匆一看;扫视;浏览;粗略地看;一瞥"
yield	120	"英[jiːld]
美[jiːld]
出产;产生;提供;屈服;让步;放弃;缴出;产量;产出;利润"
genius	120	"英[ˈdʒiːniəs]
美[ˈdʒiːniəs]
天才;天资;天赋;天才人物;才能，本领"
version	120	"英[ˈvɜːʃn]
美[ˈvɜːrʒn]
变体;变种;型式;说法，描述;版本，改编形式，改写本"
borrow	120	"英[ˈbɒrəʊ]
美[ˈbɔːroʊ]
借;借用;借入;借贷;引用，借用"
informed	120	"英[ɪnˈfɔːmd]
美[ɪnˈfɔːrmd]
有学问的;有见识的;知会;通知;通告;了解;熟悉;对…有影响;inform的过去分词和过去式"
convenient	120	"英[kənˈviːniənt]
美[kənˈviːniənt]
实用的;便利的;方便的;省事的;附近的;近便的;容易到达的"
channels	120	"英[ˈtʃænlz]
美[ˈtʃænlz]
电视台;频道;波段;途径;渠道;系统;为…引资;引导;贯注;输送资金，提供帮助;输送，传送;channel的第三人称单数和复数"
stability	120	"英[stəˈbɪləti]
美[stəˈbɪləti]
稳定;稳固"
horizon	120	"英[həˈraɪzn]
美[həˈraɪzn]
地平线;范围，眼界"
booklet	120	"英[ˈbʊklət]
美[ˈbʊklət]
小册子"
decrease	120	"英[dɪˈkriːs , ˈdiːkriːs]
美[dɪˈkriːs , ˈdiːkriːs]
减少，减小，降低;减少;降低;减少量"
qualified	120	"英[ˈkwɒlɪfaɪd]
美[ˈkwɑːlɪfaɪd]
具备…的学历;具备…的知识;符合资格;有限度的;有保留的;有条件的;取得资格;合格;使合格;使具备资格;有权，使有权;qualify的过去分词和过去式"
vary	120	"英[ˈveəri]
美[ˈveri]
相异，不同，有别;变化，改变;变更;改变"
insist	120	"英[ɪnˈsɪst]
美[ɪnˈsɪst]
坚决要求;坚持;坚持说;固执己见"
casino	119	"英[kəˈsiːnəʊ]
美[kəˈsiːnoʊ]
赌场"
boas	119	"英[ˈbəʊəz]
美[ˈboʊəz]
长围巾;同 boa constrictor;boa的复数"
height	119	"英[haɪt]
美[haɪt]
身高;高;高度"
vermont	119	"英[vəˈmɒnt]
美[vərˈmɑnt]
佛蒙特绵羊"
gilbert	119	"英[ˈgɪlbət]
美[ˈgɪlbərt]
吉伯（磁力单位等于0.796安匝）"
worm	119	"英[wɜːm]
美[wɜːrm]
蠕虫;寄生虫;肠虫;幼虫;蠕动，曲折行进;给驱肠虫"
politeness	114	"英[pə'laɪtnəs]
美[]
殷勤"
deaths	114	"英[dɛθs]
美[dɛθs]
死;死亡;生命的终止;死亡状态;永久的灭亡;毁灭;破灭;death的复数"
forecast	114	"英[ˈfɔːkɑːst]
美[ˈfɔːrkæst]
预测;预报"
prejudice	114	"英[ˈpredʒudɪs]
美[ˈpredʒudɪs]
偏见;成见;使怀有偏见;损害;有损于"
discuss	114	"英[dɪˈskʌs]
美[dɪˈskʌs]
讨论;谈论;商量;详述;论述"
graduation	114	"英[ˌɡrædʒuˈeɪʃn]
美[ˌɡrædʒuˈeɪʃn]
毕业;毕业典礼"
agrees	114	"英[əˈɡriːz]
美[əˈɡriːz]
同意;赞成;取得一致意见，一致同意;应允;答应;agree的第三人称单数"
altogether	114	"英[ˌɔːltəˈɡeðə(r)]
美[ˌɔːltəˈɡeðər]
完全，全部;总共，一共;总之;总而言之;整个;〈口〉裸体"
station	114	"英[ˈsteɪʃn]
美[ˈsteɪʃn]
火车站;公共汽车站;长途汽车站;站;所;局;派驻;使驻扎;到某处站;把…安置到"
satellites	114	"英[ˈsætəlaɪts]
美[ˈsætəˌlaɪts]
人造卫星;卫星;卫星城;卫星国;外围组织;satellite的复数"
devoted	114	"英[dɪˈvəʊtɪd]
美[dɪˈvoʊtɪd]
挚爱的;忠诚的;全心全意的;献;奉献，投入;将专用;devote的过去分词和过去式"
box	114	"英[bɒks]
美[bɑːks]
盒;箱;匣;一盒，一箱;包厢;专席;击打;把装箱"
invented	114	"英[ɪnˈventɪd]
美[ɪnˈventɪd]
发明;创造;编造;捏造;虚构;invent的过去分词和过去式"
townsfolk	114	"英[ˈtaʊnzfəʊk]
美[ˈtaʊnzˌfoʊk]
镇民;市民"
whereby	114	"英[weəˈbaɪ]
美[werˈbaɪ]
凭此;借以;由于"
piano	114	"英[piˈænəʊ , ˈpjɑːnəʊ]
美[piˈænoʊ , ˈpjɑːnoʊ]
钢琴;轻柔地;安静地;弱"
tourist	114	"英[ˈtʊərɪst]
美[ˈtʊrɪst]
旅游者;观光者;游客;巡回比赛的运动队队员"
amazing	114	"英[əˈmeɪzɪŋ]
美[əˈmeɪzɪŋ]
令人大为惊奇的;令人惊喜的;使惊奇;使惊愕;使惊诧;amaze的现在分词"
populated	114	"英[ˈpɒpjuleɪtɪd]
美[ˈpɑːpjuleɪtɪd]
居住于;生活于;构成…的人口;迁移;移居;殖民于;增添数据，输入数据;populate的过去分词和过去式"
spain	114	"英[speɪn]
美[speɪn]
西班牙"
sustainable	114	"英[səˈsteɪnəbl]
美[səˈsteɪnəbl]
不破坏生态平衡的，合理利用的;可持续的"
peers	114	"英[pɪəz]
美[pɪrz]
仔细看;端详;peer的第三人称单数"
beethoven	114	"英[ˈbeɪtˌ(h)əʊv(ə)n]
美[ˈbeɪtoʊvən]
贝多芬（Ludwig van，1770—1827，德国大作曲家）"
buried	114	"英[ˈberid]
美[ˈberid]
埋葬;安葬;丧失;把掩藏在地下;埋藏;bury的过去分词和过去式"
consist	114	"英[kənˈsɪst]
美[kənˈsɪst]
由…组成;由…构成;在于;存在于"
violence	114	"英[ˈvaɪələns]
美[ˈvaɪələns]
暴力;暴行;狂热;激情;激烈的力量"
wasteful	114	"英[ˈweɪstfl]
美[ˈweɪstfl]
浪费的;挥霍的"
passive	114	"英[ˈpæsɪv]
美[ˈpæsɪv]
消极的;被动的;被动语态的;动词被动形式;被动语态"
slaves	114	"英[sleɪvz]
美[sleɪvz]
奴隶;完全受控制的人;完全依赖的人;从动装置;苦干;辛勤地工作;slave的第三人称单数和复数"
formation	114	"英[fɔːˈmeɪʃn]
美[fɔːrˈmeɪʃn]
组成;形成;组成物;形成物;编队;队形"
africa	114	"英['æfrɪkə]
美[ˈæfrəkə]
非洲"
instruments	114	"英[ˈɪnstrʊmənts]
美[ˈɪnstrəmənts]
器械;仪器;器具;仪器，仪表;促成某事的人;手段;instrument的复数"
prompted	114	"英[ˈprɒmptɪd]
美[ˈprɑːmptɪd]
促使;导致;激起;鼓励，提示，提醒;给提词;prompt的过去分词和过去式"
simplify	114	"英[ˈsɪmplɪfaɪ]
美[ˈsɪmplɪfaɪ]
使简化;使简易"
vital	114	"英[ˈvaɪtl]
美[ˈvaɪtl]
必不可少的;对…极重要的;生命的;维持生命所必需的;生气勃勃的;充满生机的;热情洋溢的"
assistance	114	"英[əˈsɪstəns]
美[əˈsɪstəns]
帮助;援助;支持"
bosses	114	"英[ˈbɒsɪz]
美[ˈbɔːsɪz]
老板;工头;领班;总经理;领导;对发号施令;boss的第三人称单数和复数"
fulfillment	114	"英[fʊlˈfɪlmənt]
美[fʊlˈfɪlmənt]
满足感;成就感;履行;实现;完成;满足"
sorry	114	"英[ˈsɒri]
美[ˈsɑːri]
难过;惋惜;同情;歉疚;惭愧;过意不去;后悔;遗憾;不忍;很抱歉，请原谅;你说什么，请再说一遍;不对，应该是"
cell	114	"英[sel]
美[sel]
单间牢房;牢房;小房间;细胞"
guarantee	114	"英[ˌɡærənˈtiː]
美[ˌɡærənˈtiː]
保证;担保;保修单;保用证书;起保证作用的事物;保障;提供保修单;使必然发生;确保"
indifferent	114	"英[ɪnˈdɪfrənt]
美[ɪnˈdɪfrənt]
漠不关心;不感兴趣;不很好的;一般的"
someday	114	"英[ˈsʌmˌdeɪ]
美[ˈsʌmˌdeɪ]
某一天;有朝一日"
